"FIPStxt","State","Area_name","Rural_urban_continuum_code_2013","Urban_influence_code_2013","Metro_2013","Average Employment Data from 2007 to 2017","Average Unemployment Data from 2007 to 2017"
"12081","FL","Manatee County FL","2","2","1","126125.75384615385","5429.195454545454"
"12083","FL","Marion County FL","2","2","1","105928.53076923077","5724.9681818181825"
"12085","FL","Martin County FL","2","2","1","57253.22307692308","2406.4863636363634"
"12086","FL","Miami-Dade County FL","1","1","1","1010505.7846153845","44681.74090909091"
"12087","FL","Monroe County FL","4","3","0","41002.123076923075","1075.4818181818182"
"12089","FL","Nassau County FL","1","1","1","34050.89230769231","1206.6727272727273"
"12091","FL","Okaloosa County FL","3","2","1","79160.00769230768","2565.4590909090907"
"12093","FL","Okeechobee County FL","4","3","0","16830.007692307692","753.568181818182"
"12095","FL","Orange County FL","1","1","1","519832.06923076924","21957.06818181818"
"12097","FL","Osceola County FL","1","1","1","119288.9","5602.636363636363"
"12099","FL","Palm Beach County FL","1","1","1","527241.1","23397.372727272726"
"12101","FL","Pasco County FL","1","1","1","166619.54615384617","8115.827272727273"
"12103","FL","Pinellas County FL","1","1","1","370549.1","15871.249999999998"
"12105","FL","Polk County FL","2","2","1","220586.3076923077","11085.059090909093"
"12107","FL","Putnam County FL","4","3","0","25459.13846153846","1353.9954545454545"
"12109","FL","St. Johns County FL","1","1","1","90625.41538461538","2890.227272727273"
"12111","FL","St. Lucie County FL","2","2","1","103001.96153846153","5886.650000000001"
"12113","FL","Santa Rosa County FL","2","2","1","62636.86153846153","2278.645454545455"
"12115","FL","Sarasota County FL","2","2","1","139433.1769230769","6168.61818181818"
"12117","FL","Seminole County FL","1","1","1","192033.26153846152","7787.677272727274"
"12119","FL","Sumter County FL","3","2","1","26705.09230769231","1195.690909090909"
"12121","FL","Suwannee County FL","6","6","0","17354.292307692307","616.1772727272727"
"12123","FL","Taylor County FL","6","6","0","10270.615384615385","351.04999999999995"
"12125","FL","Union County FL","6","4","0","7406.623076923077","152.9909090909091"
"12127","FL","Volusia County FL","2","2","1","193942.63076923077","9382.413636363635"
"12129","FL","Wakulla County FL","2","2","1","16112.184615384615","418.8363636363636"
"12131","FL","Walton County FL","3","2","1","26879.576923076922","818.5681818181816"
"12133","FL","Washington County FL","6","6","0","10447.56923076923","365.5863636363636"
"13001","GA","Appling County GA","7","9","0","9871.76923076923","397.64545454545447"
"13003","GA","Atkinson County GA","9","10","0","5337.869230769231","166.14545454545453"
"13005","GA","Bacon County GA","7","9","0","6562.692307692308","179.14545454545453"
"13007","GA","Baker County GA","3","2","1","3735.7153846153847","59.81363636363637"
"13009","GA","Baldwin County GA","4","5","0","17673.93076923077","920.9136363636363"
"13011","GA","Banks County GA","8","6","0","10561.16153846154","291.93181818181813"
"13013","GA","Barrow County GA","1","1","1","32175.976923076923","1256.4499999999998"
"13015","GA","Bartow County GA","1","1","1","40863.32307692307","1919.8727272727272"
"13017","GA","Ben Hill County GA","7","8","0","7250.469230769231","370.65"
"13019","GA","Berrien County GA","6","6","0","9034.484615384616","346.55454545454546"
"13021","GA","Bibb County GA","3","2","1","58189.25384615385","2923.5727272727277"
"13023","GA","Bleckley County GA","6","6","0","7026.192307692308","256.40454545454537"
"13025","GA","Brantley County GA","3","2","1","8522.5","335.1818181818182"
"13027","GA","Brooks County GA","3","2","1","8340.538461538461","262.8909090909091"
"13029","GA","Bryan County GA","2","2","1","18653.26923076923","517.2863636363636"
"13031","GA","Bulloch County GA","4","5","0","29973.13076923077","1285.359090909091"
"13033","GA","Burke County GA","2","2","1","10209.76923076923","489.10909090909087"
"13035","GA","Butts County GA","1","1","1","11559.561538461538","433.68636363636364"
"13037","GA","Calhoun County GA","8","7","0","4372.430769230769","90.84545454545454"
"13039","GA","Camden County GA","4","3","0","20872.492307692308","752.5409090909092"
"13043","GA","Candler County GA","7","9","0","6385.9","173.91818181818178"
"13045","GA","Carroll County GA","1","1","1","44816.96923076923","2182.4863636363634"
"13047","GA","Catoosa County GA","2","2","1","30183.576923076922","1018.9181818181817"
"13049","GA","Charlton County GA","6","4","0","6722.369230769231","190.41818181818186"
"13051","GA","Chatham County GA","2","2","1","108405.81538461539","4710.981818181818"
"13053","GA","Chattahoochee County GA","2","2","1","5117.115384615385","126.94545454545454"
"13055","GA","Chattooga County GA","6","5","0","11132.292307692307","469.97727272727275"
"13057","GA","Cherokee County GA","1","1","1","98947.62307692309","3475.3363636363633"
"13059","GA","Clarke County GA","3","2","1","49999.96923076923","2021.95"
"13061","GA","Clay County GA","9","12","0","2965.5923076923073","58.67727272727273"
"13063","GA","Clayton County GA","1","1","1","102904.79999999999","6107.068181818182"
"13065","GA","Clinch County GA","6","7","0","4871.7692307692305","122.02727272727272"
"13067","GA","Cobb County GA","1","1","1","315431.1307692308","12537.536363636364"
"13069","GA","Coffee County GA","7","8","0","16267.184615384615","831.6681818181819"
"13071","GA","Colquitt County GA","6","5","0","19023.40769230769","765.0090909090908"
"13073","GA","Columbia County GA","2","2","1","57698.00769230769","1862.5090909090904"
"13075","GA","Cook County GA","6","6","0","8501.261538461538","314.37272727272733"
"13077","GA","Coweta County GA","1","1","1","57197.61538461538","2187.390909090909"
"13079","GA","Crawford County GA","3","2","1","7943.869230769231","232.4"
"13081","GA","Crisp County GA","6","5","0","9981.538461538461","456.1136363636364"
"13083","GA","Dade County GA","2","2","1","9276.66923076923","275.65909090909093"
"13085","GA","Dawson County GA","1","1","1","13455.038461538461","386.3772727272728"
"13087","GA","Decatur County GA","6","5","0","11896.815384615385","531.2545454545455"
"13089","GA","DeKalb County GA","1","1","1","299819.75384615385","14307.94090909091"
"13091","GA","Dodge County GA","6","6","0","8978.06923076923","380.76363636363635"
"13093","GA","Dooly County GA","6","6","0","6852.530769230769","217.3227272727273"
"13095","GA","Dougherty County GA","3","2","1","33795.06923076923","1829.8"
"13097","GA","Douglas County GA","1","1","1","57278.81538461538","2643.2227272727273"
"13099","GA","Early County GA","6","6","0","5725.6461538461535","203.25"
"13101","GA","Echols County GA","3","2","1","4324.46923076923","58.386363636363626"
"13103","GA","Effingham County GA","2","2","1","26567.253846153846","874.9499999999999"
"13105","GA","Elbert County GA","6","6","0","9508.107692307693","438.22727272727275"
"13107","GA","Emanuel County GA","7","9","0","9619.215384615385","457.55454545454546"
"13109","GA","Evans County GA","6","6","0","6486.299999999999","168.02272727272725"
"13111","GA","Fannin County GA","8","4","0","11346.66153846154","411.51363636363635"
"13113","GA","Fayette County GA","1","1","1","49152.03846153846","1658.5363636363634"
"13115","GA","Floyd County GA","3","2","1","39013.32307692308","1904.5045454545455"
"13117","GA","Forsyth County GA","1","1","1","84942.95384615383","2676.609090909091"
"13119","GA","Franklin County GA","8","6","0","10791.284615384617","421.6772727272728"
"13121","GA","Fulton County GA","1","1","1","402150.1923076923","18888.745454545457"
"13123","GA","Gilmer County GA","6","4","0","13407.669230769232","496.88636363636374"
"13125","GA","Glascock County GA","9","12","0","4160.576923076923","55.33181818181818"
"13127","GA","Glynn County GA","3","2","1","34461.31538461538","1399.2681818181818"
"13129","GA","Gordon County GA","4","3","0","23884.115384615383","1093.527272727273"
"13131","GA","Grady County GA","6","6","0","11700.400000000001","398.34545454545446"
"13133","GA","Greene County GA","6","4","0","8901.484615384616","298.55454545454546"
"13135","GA","Gwinnett County GA","1","1","1","352871.97692307696","14114.504545454545"
"13137","GA","Habersham County GA","6","5","0","18741.73846153846","708.0545454545454"
"13139","GA","Hall County GA","3","2","1","76735.72307692308","2908.218181818182"
"13141","GA","Hancock County GA","7","8","0","4443.1","208.9318181818182"
"13143","GA","Haralson County GA","1","1","1","12892.369230769229","516.7363636363635"
"13145","GA","Harris County GA","2","2","1","18311.715384615385","478.38636363636357"
"13147","GA","Hart County GA","6","6","0","11512.7","465.6045454545454"
"13149","GA","Heard County GA","1","1","1","7128.115384615385","219.61363636363637"
"13151","GA","Henry County GA","1","1","1","85886.73846153847","3850.9590909090907"
"13153","GA","Houston County GA","3","2","1","58655.584615384614","2216.44090909091"
"13155","GA","Irwin County GA","7","9","0","5485.8538461538465","193.19090909090912"
"13157","GA","Jackson County GA","4","3","0","27748.284615384615","1002.4681818181816"
"13159","GA","Jasper County GA","1","1","1","8871.053846153845","267.45909090909095"
"13161","GA","Jeff Davis County GA","7","9","0","7384.038461538462","292.3909090909091"
"13163","GA","Jefferson County GA","6","7","0","7800.076923076923","383.26818181818174"
"13165","GA","Jenkins County GA","6","6","0","4715.792307692308","194.0818181818182"
"13167","GA","Johnson County GA","7","8","0","5517.553846153846","173.80909090909088"
"13169","GA","Jones County GA","3","2","1","15147.253846153846","472.26363636363624"
"13171","GA","Lamar County GA","1","1","1","9517.415384615384","392.04545454545456"
"13173","GA","Lanier County GA","3","2","1","5828.215384615385","152.20454545454547"
"13175","GA","Laurens County GA","5","8","0","18581.0","950.4136363636363"
"13177","GA","Lee County GA","3","2","1","17063.215384615385","471.3863636363636"
"13179","GA","Liberty County GA","3","2","1","23722.815384615384","957.0"
"13181","GA","Lincoln County GA","2","2","1","5991.969230769231","158.41818181818186"
"13183","GA","Long County GA","3","2","1","8750.946153846155","223.14999999999998"
"13185","GA","Lowndes County GA","3","2","1","44135.561538461545","1833.340909090909"
"13187","GA","Lumpkin County GA","6","4","0","15299.184615384615","532.631818181818"
"13189","GA","McDuffie County GA","2","2","1","10328.007692307692","470.92272727272734"
"13191","GA","McIntosh County GA","3","2","1","7710.946153846154","232.2227272727273"
"13193","GA","Macon County GA","6","6","0","6195.969230769231","273.9590909090909"
"13195","GA","Madison County GA","3","2","1","14568.015384615386","479.0681818181818"
"13197","GA","Marion County GA","2","2","1","5677.6461538461535","147.21818181818182"
"13199","GA","Meriwether County GA","1","1","1","9613.26923076923","455.0227272727272"
"13201","GA","Miller County GA","8","7","0","5637.384615384615","103.2409090909091"
"13205","GA","Mitchell County GA","6","6","0","9925.969230769231","381.1818181818182"
"13207","GA","Monroe County GA","3","2","1","14575.153846153846","462.5318181818182"
"13209","GA","Montgomery County GA","9","8","0","6118.623076923077","190.60909090909098"
"13211","GA","Morgan County GA","1","1","1","11199.576923076924","321.30909090909097"
"13213","GA","Murray County GA","3","2","1","16619.061538461538","841.1"
"13215","GA","Muscogee County GA","2","2","1","67321.96153846153","3316.5000000000005"
"13217","GA","Newton County GA","1","1","1","41267.515384615384","2128.5499999999997"
"13219","GA","Oconee County GA","3","2","1","21135.9","455.21818181818185"
"13221","GA","Oglethorpe County GA","3","2","1","9144.6","244.03181818181818"
"13223","GA","Paulding County GA","1","1","1","63302.807692307695","2516.4954545454543"
"13225","GA","Peach County GA","3","2","1","12649.83846153846","547.9000000000001"
"13227","GA","Pickens County GA","1","1","1","15755.061538461538","524.709090909091"
"13229","GA","Pierce County GA","6","5","0","9888.16923076923","311.8636363636363"
"13231","GA","Pike County GA","1","1","1","10900.56923076923","316.6409090909091"
"13233","GA","Polk County GA","4","3","0","18209.415384615386","786.0954545454545"
"13235","GA","Pulaski County GA","3","2","1","6210.423076923077","158.93636363636367"
"13237","GA","Putnam County GA","6","4","0","10268.138461538461","405.22727272727275"
"13239","GA","Quitman County GA","9","11","0","3070.3846153846152","43.46363636363636"
"13241","GA","Rabun County GA","7","10","0","8563.953846153845","299.09999999999997"
"13243","GA","Randolph County GA","6","6","0","4515.4769230769225","140.70454545454547"
"13245","GA","Richmond County GA","2","2","1","71097.76153846153","3792.468181818181"
"13247","GA","Rockdale County GA","1","1","1","37005.307692307695","1724.8045454545456"
"13249","GA","Schley County GA","8","5","0","4945.015384615384","93.67727272727274"
"13251","GA","Screven County GA","6","6","0","7317.469230769231","324.8590909090909"
"13253","GA","Seminole County GA","6","6","0","5326.953846153846","161.98181818181817"
"13255","GA","Spalding County GA","1","1","1","24752.26923076923","1434.6045454545454"
"13257","GA","Stephens County GA","7","8","0","12261.3","501.14545454545447"
"13259","GA","Stewart County GA","8","6","0","3685.7461538461534","96.84545454545454"
"13261","GA","Sumter County GA","6","5","0","13256.223076923077","689.5363636363636"
"13263","GA","Talbot County GA","8","4","0","5077.16923076923","124.36363636363635"
"13265","GA","Taliaferro County GA","8","7","0","2820.1846153846154","42.445454545454545"
"13267","GA","Tattnall County GA","6","6","0","10206.26923076923","340.9863636363636"
"13269","GA","Taylor County GA","8","7","0","4838.861538461539","170.35454545454544"
"13271","GA","Telfair County GA","7","11","0","6277.884615384615","275.6909090909091"
"13273","GA","Terrell County GA","3","2","1","5653.8153846153855","174.70000000000002"
"13275","GA","Thomas County GA","4","5","0","17836.169230769232","745.8727272727275"
"13277","GA","Tift County GA","5","8","0","17714.90769230769","769.75"
"13279","GA","Toombs County GA","7","8","0","12582.215384615383","597.0636363636363"
"13281","GA","Towns County GA","9","12","0","6852.799999999999","201.14090909090908"
"13283","GA","Treutlen County GA","7","9","0","4631.0","148.08181818181814"
"13285","GA","Troup County GA","4","3","0","29948.253846153846","1400.5181818181816"
"13287","GA","Turner County GA","6","6","0","5325.907692307693","190.24999999999997"
"13289","GA","Twiggs County GA","3","2","1","5636.0","191.84545454545457"
"13291","GA","Union County GA","9","12","0","11677.053846153847","358.2090909090909"
